idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
3851,214,8,False,coord,Hector,Luis,The overseer was happy about the cross-country road trip and likes bungee jumping.,Nope.,Hang on a minute.,She was not.,She does not.
3852,214,8,True,coord,Hector,Luis,The overseer likes bungee jumping and was happy about the cross-country road trip.,Nope.,Hang on a minute.,She does not.,She was not.
3853,215,0,False,coord,Leslie,Jorge,The swimmer was nervous about the stressful situation and finds humor in the worst situations.,No.,Wait no.,She was not.,She does not.
3854,215,0,True,coord,Leslie,Jorge,The swimmer finds humor in the worst situations and was nervous about the stressful situation.,No.,Wait no.,She does not.,She was not.
3855,215,1,False,coord,Leslie,Jorge,The swimmer was nervous about the stressful situation and finds humor in the worst situations.,No.,"Hey, wait a minute.",She was not.,She does not.
3856,215,1,True,coord,Leslie,Jorge,The swimmer finds humor in the worst situations and was nervous about the stressful situation.,No.,"Hey, wait a minute.",She does not.,She was not.
3857,215,2,False,coord,Leslie,Jorge,The swimmer was nervous about the stressful situation and finds humor in the worst situations.,No.,Hang on a minute.,She was not.,She does not.
3858,215,2,True,coord,Leslie,Jorge,The swimmer finds humor in the worst situations and was nervous about the stressful situation.,No.,Hang on a minute.,She does not.,She was not.
3859,215,3,False,coord,Leslie,Jorge,The swimmer was nervous about the stressful situation and finds humor in the worst situations.,That's not true.,Wait no.,She was not.,She does not.
3860,215,3,True,coord,Leslie,Jorge,The swimmer finds humor in the worst situations and was nervous about the stressful situation.,That's not true.,Wait no.,She does not.,She was not.
3861,215,4,False,coord,Leslie,Jorge,The swimmer was nervous about the stressful situation and finds humor in the worst situations.,That's not true.,"Hey, wait a minute.",She was not.,She does not.
3862,215,4,True,coord,Leslie,Jorge,The swimmer finds humor in the worst situations and was nervous about the stressful situation.,That's not true.,"Hey, wait a minute.",She does not.,She was not.
3863,215,5,False,coord,Leslie,Jorge,The swimmer was nervous about the stressful situation and finds humor in the worst situations.,That's not true.,Hang on a minute.,She was not.,She does not.
3864,215,5,True,coord,Leslie,Jorge,The swimmer finds humor in the worst situations and was nervous about the stressful situation.,That's not true.,Hang on a minute.,She does not.,She was not.
3865,215,6,False,coord,Leslie,Jorge,The swimmer was nervous about the stressful situation and finds humor in the worst situations.,Nope.,Wait no.,She was not.,She does not.
3866,215,6,True,coord,Leslie,Jorge,The swimmer finds humor in the worst situations and was nervous about the stressful situation.,Nope.,Wait no.,She does not.,She was not.
3867,215,7,False,coord,Leslie,Jorge,The swimmer was nervous about the stressful situation and finds humor in the worst situations.,Nope.,"Hey, wait a minute.",She was not.,She does not.
3868,215,7,True,coord,Leslie,Jorge,The swimmer finds humor in the worst situations and was nervous about the stressful situation.,Nope.,"Hey, wait a minute.",She does not.,She was not.
3869,215,8,False,coord,Leslie,Jorge,The swimmer was nervous about the stressful situation and finds humor in the worst situations.,Nope.,Hang on a minute.,She was not.,She does not.
3870,215,8,True,coord,Leslie,Jorge,The swimmer finds humor in the worst situations and was nervous about the stressful situation.,Nope.,Hang on a minute.,She does not.,She was not.
3871,216,0,False,coord,Kenneth,Micah,The customer was talking to the tall nurse and always greets kindly.,No.,Wait no.,She was not.,She does not.
3872,216,0,True,coord,Kenneth,Micah,The customer always greets kindly and was talking to the tall nurse.,No.,Wait no.,She does not.,She was not.
3873,216,1,False,coord,Kenneth,Micah,The customer was talking to the tall nurse and always greets kindly.,No.,"Hey, wait a minute.",She was not.,She does not.
3874,216,1,True,coord,Kenneth,Micah,The customer always greets kindly and was talking to the tall nurse.,No.,"Hey, wait a minute.",She does not.,She was not.
3875,216,2,False,coord,Kenneth,Micah,The customer was talking to the tall nurse and always greets kindly.,No.,Hang on a minute.,She was not.,She does not.
3876,216,2,True,coord,Kenneth,Micah,The customer always greets kindly and was talking to the tall nurse.,No.,Hang on a minute.,She does not.,She was not.
3877,216,3,False,coord,Kenneth,Micah,The customer was talking to the tall nurse and always greets kindly.,That's not true.,Wait no.,She was not.,She does not.
3878,216,3,True,coord,Kenneth,Micah,The customer always greets kindly and was talking to the tall nurse.,That's not true.,Wait no.,She does not.,She was not.
3879,216,4,False,coord,Kenneth,Micah,The customer was talking to the tall nurse and always greets kindly.,That's not true.,"Hey, wait a minute.",She was not.,She does not.
3880,216,4,True,coord,Kenneth,Micah,The customer always greets kindly and was talking to the tall nurse.,That's not true.,"Hey, wait a minute.",She does not.,She was not.
3881,216,5,False,coord,Kenneth,Micah,The customer was talking to the tall nurse and always greets kindly.,That's not true.,Hang on a minute.,She was not.,She does not.
3882,216,5,True,coord,Kenneth,Micah,The customer always greets kindly and was talking to the tall nurse.,That's not true.,Hang on a minute.,She does not.,She was not.
3883,216,6,False,coord,Kenneth,Micah,The customer was talking to the tall nurse and always greets kindly.,Nope.,Wait no.,She was not.,She does not.
3884,216,6,True,coord,Kenneth,Micah,The customer always greets kindly and was talking to the tall nurse.,Nope.,Wait no.,She does not.,She was not.
3885,216,7,False,coord,Kenneth,Micah,The customer was talking to the tall nurse and always greets kindly.,Nope.,"Hey, wait a minute.",She was not.,She does not.
3886,216,7,True,coord,Kenneth,Micah,The customer always greets kindly and was talking to the tall nurse.,Nope.,"Hey, wait a minute.",She does not.,She was not.
3887,216,8,False,coord,Kenneth,Micah,The customer was talking to the tall nurse and always greets kindly.,Nope.,Hang on a minute.,She was not.,She does not.
3888,216,8,True,coord,Kenneth,Micah,The customer always greets kindly and was talking to the tall nurse.,Nope.,Hang on a minute.,She does not.,She was not.
3889,217,0,False,coord,Aidan,Dawson,The violinist was upset about the cleanliness of City Hall and has lots of interest in French cuisine.,No.,Wait no.,She was not.,She does not.
3890,217,0,True,coord,Aidan,Dawson,The violinist has lots of interest in French cuisine and was upset about the cleanliness of City Hall.,No.,Wait no.,She does not.,She was not.
3891,217,1,False,coord,Aidan,Dawson,The violinist was upset about the cleanliness of City Hall and has lots of interest in French cuisine.,No.,"Hey, wait a minute.",She was not.,She does not.
3892,217,1,True,coord,Aidan,Dawson,The violinist has lots of interest in French cuisine and was upset about the cleanliness of City Hall.,No.,"Hey, wait a minute.",She does not.,She was not.
3893,217,2,False,coord,Aidan,Dawson,The violinist was upset about the cleanliness of City Hall and has lots of interest in French cuisine.,No.,Hang on a minute.,She was not.,She does not.
3894,217,2,True,coord,Aidan,Dawson,The violinist has lots of interest in French cuisine and was upset about the cleanliness of City Hall.,No.,Hang on a minute.,She does not.,She was not.
3895,217,3,False,coord,Aidan,Dawson,The violinist was upset about the cleanliness of City Hall and has lots of interest in French cuisine.,That's not true.,Wait no.,She was not.,She does not.
3896,217,3,True,coord,Aidan,Dawson,The violinist has lots of interest in French cuisine and was upset about the cleanliness of City Hall.,That's not true.,Wait no.,She does not.,She was not.
3897,217,4,False,coord,Aidan,Dawson,The violinist was upset about the cleanliness of City Hall and has lots of interest in French cuisine.,That's not true.,"Hey, wait a minute.",She was not.,She does not.
3898,217,4,True,coord,Aidan,Dawson,The violinist has lots of interest in French cuisine and was upset about the cleanliness of City Hall.,That's not true.,"Hey, wait a minute.",She does not.,She was not.
3899,217,5,False,coord,Aidan,Dawson,The violinist was upset about the cleanliness of City Hall and has lots of interest in French cuisine.,That's not true.,Hang on a minute.,She was not.,She does not.
3900,217,5,True,coord,Aidan,Dawson,The violinist has lots of interest in French cuisine and was upset about the cleanliness of City Hall.,That's not true.,Hang on a minute.,She does not.,She was not.
3901,217,6,False,coord,Aidan,Dawson,The violinist was upset about the cleanliness of City Hall and has lots of interest in French cuisine.,Nope.,Wait no.,She was not.,She does not.
3902,217,6,True,coord,Aidan,Dawson,The violinist has lots of interest in French cuisine and was upset about the cleanliness of City Hall.,Nope.,Wait no.,She does not.,She was not.
3903,217,7,False,coord,Aidan,Dawson,The violinist was upset about the cleanliness of City Hall and has lots of interest in French cuisine.,Nope.,"Hey, wait a minute.",She was not.,She does not.
3904,217,7,True,coord,Aidan,Dawson,The violinist has lots of interest in French cuisine and was upset about the cleanliness of City Hall.,Nope.,"Hey, wait a minute.",She does not.,She was not.
3905,217,8,False,coord,Aidan,Dawson,The violinist was upset about the cleanliness of City Hall and has lots of interest in French cuisine.,Nope.,Hang on a minute.,She was not.,She does not.
3906,217,8,True,coord,Aidan,Dawson,The violinist has lots of interest in French cuisine and was upset about the cleanliness of City Hall.,Nope.,Hang on a minute.,She does not.,She was not.
3907,218,0,False,coord,Jillian,Madeline,The farmer was disappointed with the weather and occasionally takes a nap after lunch.,No.,Wait no.,He was not.,He does not.
3908,218,0,True,coord,Jillian,Madeline,The farmer occasionally takes a nap after lunch and was disappointed with the weather.,No.,Wait no.,He does not.,He was not.
3909,218,1,False,coord,Jillian,Madeline,The farmer was disappointed with the weather and occasionally takes a nap after lunch.,No.,"Hey, wait a minute.",He was not.,He does not.
3910,218,1,True,coord,Jillian,Madeline,The farmer occasionally takes a nap after lunch and was disappointed with the weather.,No.,"Hey, wait a minute.",He does not.,He was not.
3911,218,2,False,coord,Jillian,Madeline,The farmer was disappointed with the weather and occasionally takes a nap after lunch.,No.,Hang on a minute.,He was not.,He does not.
3912,218,2,True,coord,Jillian,Madeline,The farmer occasionally takes a nap after lunch and was disappointed with the weather.,No.,Hang on a minute.,He does not.,He was not.
3913,218,3,False,coord,Jillian,Madeline,The farmer was disappointed with the weather and occasionally takes a nap after lunch.,That's not true.,Wait no.,He was not.,He does not.
3914,218,3,True,coord,Jillian,Madeline,The farmer occasionally takes a nap after lunch and was disappointed with the weather.,That's not true.,Wait no.,He does not.,He was not.
3915,218,4,False,coord,Jillian,Madeline,The farmer was disappointed with the weather and occasionally takes a nap after lunch.,That's not true.,"Hey, wait a minute.",He was not.,He does not.
3916,218,4,True,coord,Jillian,Madeline,The farmer occasionally takes a nap after lunch and was disappointed with the weather.,That's not true.,"Hey, wait a minute.",He does not.,He was not.
3917,218,5,False,coord,Jillian,Madeline,The farmer was disappointed with the weather and occasionally takes a nap after lunch.,That's not true.,Hang on a minute.,He was not.,He does not.
3918,218,5,True,coord,Jillian,Madeline,The farmer occasionally takes a nap after lunch and was disappointed with the weather.,That's not true.,Hang on a minute.,He does not.,He was not.
3919,218,6,False,coord,Jillian,Madeline,The farmer was disappointed with the weather and occasionally takes a nap after lunch.,Nope.,Wait no.,He was not.,He does not.
3920,218,6,True,coord,Jillian,Madeline,The farmer occasionally takes a nap after lunch and was disappointed with the weather.,Nope.,Wait no.,He does not.,He was not.
3921,218,7,False,coord,Jillian,Madeline,The farmer was disappointed with the weather and occasionally takes a nap after lunch.,Nope.,"Hey, wait a minute.",He was not.,He does not.
3922,218,7,True,coord,Jillian,Madeline,The farmer occasionally takes a nap after lunch and was disappointed with the weather.,Nope.,"Hey, wait a minute.",He does not.,He was not.
3923,218,8,False,coord,Jillian,Madeline,The farmer was disappointed with the weather and occasionally takes a nap after lunch.,Nope.,Hang on a minute.,He was not.,He does not.
3924,218,8,True,coord,Jillian,Madeline,The farmer occasionally takes a nap after lunch and was disappointed with the weather.,Nope.,Hang on a minute.,He does not.,He was not.
3925,219,0,False,coord,Riley,Marissa,The waitress was wearing thick clothes and loves reading Russian books.,No.,Wait no.,She was not.,She does not.
3926,219,0,True,coord,Riley,Marissa,The waitress loves reading Russian books and was wearing thick clothes.,No.,Wait no.,She does not.,She was not.
3927,219,1,False,coord,Riley,Marissa,The waitress was wearing thick clothes and loves reading Russian books.,No.,"Hey, wait a minute.",She was not.,She does not.
3928,219,1,True,coord,Riley,Marissa,The waitress loves reading Russian books and was wearing thick clothes.,No.,"Hey, wait a minute.",She does not.,She was not.
3929,219,2,False,coord,Riley,Marissa,The waitress was wearing thick clothes and loves reading Russian books.,No.,Hang on a minute.,She was not.,She does not.
3930,219,2,True,coord,Riley,Marissa,The waitress loves reading Russian books and was wearing thick clothes.,No.,Hang on a minute.,She does not.,She was not.
3931,219,3,False,coord,Riley,Marissa,The waitress was wearing thick clothes and loves reading Russian books.,That's not true.,Wait no.,She was not.,She does not.
3932,219,3,True,coord,Riley,Marissa,The waitress loves reading Russian books and was wearing thick clothes.,That's not true.,Wait no.,She does not.,She was not.
3933,219,4,False,coord,Riley,Marissa,The waitress was wearing thick clothes and loves reading Russian books.,That's not true.,"Hey, wait a minute.",She was not.,She does not.
3934,219,4,True,coord,Riley,Marissa,The waitress loves reading Russian books and was wearing thick clothes.,That's not true.,"Hey, wait a minute.",She does not.,She was not.
3935,219,5,False,coord,Riley,Marissa,The waitress was wearing thick clothes and loves reading Russian books.,That's not true.,Hang on a minute.,She was not.,She does not.
3936,219,5,True,coord,Riley,Marissa,The waitress loves reading Russian books and was wearing thick clothes.,That's not true.,Hang on a minute.,She does not.,She was not.
3937,219,6,False,coord,Riley,Marissa,The waitress was wearing thick clothes and loves reading Russian books.,Nope.,Wait no.,She was not.,She does not.
3938,219,6,True,coord,Riley,Marissa,The waitress loves reading Russian books and was wearing thick clothes.,Nope.,Wait no.,She does not.,She was not.
3939,219,7,False,coord,Riley,Marissa,The waitress was wearing thick clothes and loves reading Russian books.,Nope.,"Hey, wait a minute.",She was not.,She does not.
3940,219,7,True,coord,Riley,Marissa,The waitress loves reading Russian books and was wearing thick clothes.,Nope.,"Hey, wait a minute.",She does not.,She was not.
3941,219,8,False,coord,Riley,Marissa,The waitress was wearing thick clothes and loves reading Russian books.,Nope.,Hang on a minute.,She was not.,She does not.
3942,219,8,True,coord,Riley,Marissa,The waitress loves reading Russian books and was wearing thick clothes.,Nope.,Hang on a minute.,She does not.,She was not.
3943,220,0,False,coord,Jason,Riley,The psychologist was upset about the cleanliness of City Hall and laughs very loudly.,No.,Wait no.,She was not.,She does not.
3944,220,0,True,coord,Jason,Riley,The psychologist laughs very loudly and was upset about the cleanliness of City Hall.,No.,Wait no.,She does not.,She was not.
3945,220,1,False,coord,Jason,Riley,The psychologist was upset about the cleanliness of City Hall and laughs very loudly.,No.,"Hey, wait a minute.",She was not.,She does not.
3946,220,1,True,coord,Jason,Riley,The psychologist laughs very loudly and was upset about the cleanliness of City Hall.,No.,"Hey, wait a minute.",She does not.,She was not.
3947,220,2,False,coord,Jason,Riley,The psychologist was upset about the cleanliness of City Hall and laughs very loudly.,No.,Hang on a minute.,She was not.,She does not.
3948,220,2,True,coord,Jason,Riley,The psychologist laughs very loudly and was upset about the cleanliness of City Hall.,No.,Hang on a minute.,She does not.,She was not.
3949,220,3,False,coord,Jason,Riley,The psychologist was upset about the cleanliness of City Hall and laughs very loudly.,That's not true.,Wait no.,She was not.,She does not.
3950,220,3,True,coord,Jason,Riley,The psychologist laughs very loudly and was upset about the cleanliness of City Hall.,That's not true.,Wait no.,She does not.,She was not.
3951,220,4,False,coord,Jason,Riley,The psychologist was upset about the cleanliness of City Hall and laughs very loudly.,That's not true.,"Hey, wait a minute.",She was not.,She does not.
3952,220,4,True,coord,Jason,Riley,The psychologist laughs very loudly and was upset about the cleanliness of City Hall.,That's not true.,"Hey, wait a minute.",She does not.,She was not.
3953,220,5,False,coord,Jason,Riley,The psychologist was upset about the cleanliness of City Hall and laughs very loudly.,That's not true.,Hang on a minute.,She was not.,She does not.
3954,220,5,True,coord,Jason,Riley,The psychologist laughs very loudly and was upset about the cleanliness of City Hall.,That's not true.,Hang on a minute.,She does not.,She was not.
3955,220,6,False,coord,Jason,Riley,The psychologist was upset about the cleanliness of City Hall and laughs very loudly.,Nope.,Wait no.,She was not.,She does not.
3956,220,6,True,coord,Jason,Riley,The psychologist laughs very loudly and was upset about the cleanliness of City Hall.,Nope.,Wait no.,She does not.,She was not.
3957,220,7,False,coord,Jason,Riley,The psychologist was upset about the cleanliness of City Hall and laughs very loudly.,Nope.,"Hey, wait a minute.",She was not.,She does not.
3958,220,7,True,coord,Jason,Riley,The psychologist laughs very loudly and was upset about the cleanliness of City Hall.,Nope.,"Hey, wait a minute.",She does not.,She was not.
3959,220,8,False,coord,Jason,Riley,The psychologist was upset about the cleanliness of City Hall and laughs very loudly.,Nope.,Hang on a minute.,She was not.,She does not.
3960,220,8,True,coord,Jason,Riley,The psychologist laughs very loudly and was upset about the cleanliness of City Hall.,Nope.,Hang on a minute.,She does not.,She was not.
3961,221,0,False,coord,Kara,Elijah,The customer was on a diet and has undergone chemotherapy.,No.,Wait no.,She was not.,She has not.
3962,221,0,True,coord,Kara,Elijah,The customer has undergone chemotherapy and was on a diet.,No.,Wait no.,She has not.,She was not.
3963,221,1,False,coord,Kara,Elijah,The customer was on a diet and has undergone chemotherapy.,No.,"Hey, wait a minute.",She was not.,She has not.
3964,221,1,True,coord,Kara,Elijah,The customer has undergone chemotherapy and was on a diet.,No.,"Hey, wait a minute.",She has not.,She was not.
3965,221,2,False,coord,Kara,Elijah,The customer was on a diet and has undergone chemotherapy.,No.,Hang on a minute.,She was not.,She has not.
3966,221,2,True,coord,Kara,Elijah,The customer has undergone chemotherapy and was on a diet.,No.,Hang on a minute.,She has not.,She was not.
3967,221,3,False,coord,Kara,Elijah,The customer was on a diet and has undergone chemotherapy.,That's not true.,Wait no.,She was not.,She has not.
3968,221,3,True,coord,Kara,Elijah,The customer has undergone chemotherapy and was on a diet.,That's not true.,Wait no.,She has not.,She was not.
3969,221,4,False,coord,Kara,Elijah,The customer was on a diet and has undergone chemotherapy.,That's not true.,"Hey, wait a minute.",She was not.,She has not.
3970,221,4,True,coord,Kara,Elijah,The customer has undergone chemotherapy and was on a diet.,That's not true.,"Hey, wait a minute.",She has not.,She was not.
3971,221,5,False,coord,Kara,Elijah,The customer was on a diet and has undergone chemotherapy.,That's not true.,Hang on a minute.,She was not.,She has not.
3972,221,5,True,coord,Kara,Elijah,The customer has undergone chemotherapy and was on a diet.,That's not true.,Hang on a minute.,She has not.,She was not.
3973,221,6,False,coord,Kara,Elijah,The customer was on a diet and has undergone chemotherapy.,Nope.,Wait no.,She was not.,She has not.
3974,221,6,True,coord,Kara,Elijah,The customer has undergone chemotherapy and was on a diet.,Nope.,Wait no.,She has not.,She was not.
3975,221,7,False,coord,Kara,Elijah,The customer was on a diet and has undergone chemotherapy.,Nope.,"Hey, wait a minute.",She was not.,She has not.
3976,221,7,True,coord,Kara,Elijah,The customer has undergone chemotherapy and was on a diet.,Nope.,"Hey, wait a minute.",She has not.,She was not.
3977,221,8,False,coord,Kara,Elijah,The customer was on a diet and has undergone chemotherapy.,Nope.,Hang on a minute.,She was not.,She has not.
3978,221,8,True,coord,Kara,Elijah,The customer has undergone chemotherapy and was on a diet.,Nope.,Hang on a minute.,She has not.,She was not.
3979,222,0,False,coord,Cristian,Cody,The lawyer was nervous about the stressful situation and has been chosen to audition for the All Stars game.,No.,Wait no.,She was not.,She has not.
3980,222,0,True,coord,Cristian,Cody,The lawyer has been chosen to audition for the All Stars game and was nervous about the stressful situation.,No.,Wait no.,She has not.,She was not.
3981,222,1,False,coord,Cristian,Cody,The lawyer was nervous about the stressful situation and has been chosen to audition for the All Stars game.,No.,"Hey, wait a minute.",She was not.,She has not.
3982,222,1,True,coord,Cristian,Cody,The lawyer has been chosen to audition for the All Stars game and was nervous about the stressful situation.,No.,"Hey, wait a minute.",She has not.,She was not.
3983,222,2,False,coord,Cristian,Cody,The lawyer was nervous about the stressful situation and has been chosen to audition for the All Stars game.,No.,Hang on a minute.,She was not.,She has not.
3984,222,2,True,coord,Cristian,Cody,The lawyer has been chosen to audition for the All Stars game and was nervous about the stressful situation.,No.,Hang on a minute.,She has not.,She was not.
3985,222,3,False,coord,Cristian,Cody,The lawyer was nervous about the stressful situation and has been chosen to audition for the All Stars game.,That's not true.,Wait no.,She was not.,She has not.
3986,222,3,True,coord,Cristian,Cody,The lawyer has been chosen to audition for the All Stars game and was nervous about the stressful situation.,That's not true.,Wait no.,She has not.,She was not.
3987,222,4,False,coord,Cristian,Cody,The lawyer was nervous about the stressful situation and has been chosen to audition for the All Stars game.,That's not true.,"Hey, wait a minute.",She was not.,She has not.
3988,222,4,True,coord,Cristian,Cody,The lawyer has been chosen to audition for the All Stars game and was nervous about the stressful situation.,That's not true.,"Hey, wait a minute.",She has not.,She was not.
3989,222,5,False,coord,Cristian,Cody,The lawyer was nervous about the stressful situation and has been chosen to audition for the All Stars game.,That's not true.,Hang on a minute.,She was not.,She has not.
3990,222,5,True,coord,Cristian,Cody,The lawyer has been chosen to audition for the All Stars game and was nervous about the stressful situation.,That's not true.,Hang on a minute.,She has not.,She was not.
3991,222,6,False,coord,Cristian,Cody,The lawyer was nervous about the stressful situation and has been chosen to audition for the All Stars game.,Nope.,Wait no.,She was not.,She has not.
3992,222,6,True,coord,Cristian,Cody,The lawyer has been chosen to audition for the All Stars game and was nervous about the stressful situation.,Nope.,Wait no.,She has not.,She was not.
3993,222,7,False,coord,Cristian,Cody,The lawyer was nervous about the stressful situation and has been chosen to audition for the All Stars game.,Nope.,"Hey, wait a minute.",She was not.,She has not.
3994,222,7,True,coord,Cristian,Cody,The lawyer has been chosen to audition for the All Stars game and was nervous about the stressful situation.,Nope.,"Hey, wait a minute.",She has not.,She was not.
3995,222,8,False,coord,Cristian,Cody,The lawyer was nervous about the stressful situation and has been chosen to audition for the All Stars game.,Nope.,Hang on a minute.,She was not.,She has not.
3996,222,8,True,coord,Cristian,Cody,The lawyer has been chosen to audition for the All Stars game and was nervous about the stressful situation.,Nope.,Hang on a minute.,She has not.,She was not.
3997,223,0,False,coord,Cody,Chloe,The surgeon was angry and has worked in the industry for more than 10 years.,No.,Wait no.,He was not.,He has not.
3998,223,0,True,coord,Cody,Chloe,The surgeon has worked in the industry for more than 10 years and was angry.,No.,Wait no.,He has not.,He was not.
3999,223,1,False,coord,Cody,Chloe,The surgeon was angry and has worked in the industry for more than 10 years.,No.,"Hey, wait a minute.",He was not.,He has not.
4000,223,1,True,coord,Cody,Chloe,The surgeon has worked in the industry for more than 10 years and was angry.,No.,"Hey, wait a minute.",He has not.,He was not.
4001,223,2,False,coord,Cody,Chloe,The surgeon was angry and has worked in the industry for more than 10 years.,No.,Hang on a minute.,He was not.,He has not.
4002,223,2,True,coord,Cody,Chloe,The surgeon has worked in the industry for more than 10 years and was angry.,No.,Hang on a minute.,He has not.,He was not.
4003,223,3,False,coord,Cody,Chloe,The surgeon was angry and has worked in the industry for more than 10 years.,That's not true.,Wait no.,He was not.,He has not.
4004,223,3,True,coord,Cody,Chloe,The surgeon has worked in the industry for more than 10 years and was angry.,That's not true.,Wait no.,He has not.,He was not.
4005,223,4,False,coord,Cody,Chloe,The surgeon was angry and has worked in the industry for more than 10 years.,That's not true.,"Hey, wait a minute.",He was not.,He has not.
4006,223,4,True,coord,Cody,Chloe,The surgeon has worked in the industry for more than 10 years and was angry.,That's not true.,"Hey, wait a minute.",He has not.,He was not.
4007,223,5,False,coord,Cody,Chloe,The surgeon was angry and has worked in the industry for more than 10 years.,That's not true.,Hang on a minute.,He was not.,He has not.
4008,223,5,True,coord,Cody,Chloe,The surgeon has worked in the industry for more than 10 years and was angry.,That's not true.,Hang on a minute.,He has not.,He was not.
4009,223,6,False,coord,Cody,Chloe,The surgeon was angry and has worked in the industry for more than 10 years.,Nope.,Wait no.,He was not.,He has not.
4010,223,6,True,coord,Cody,Chloe,The surgeon has worked in the industry for more than 10 years and was angry.,Nope.,Wait no.,He has not.,He was not.
4011,223,7,False,coord,Cody,Chloe,The surgeon was angry and has worked in the industry for more than 10 years.,Nope.,"Hey, wait a minute.",He was not.,He has not.
4012,223,7,True,coord,Cody,Chloe,The surgeon has worked in the industry for more than 10 years and was angry.,Nope.,"Hey, wait a minute.",He has not.,He was not.
4013,223,8,False,coord,Cody,Chloe,The surgeon was angry and has worked in the industry for more than 10 years.,Nope.,Hang on a minute.,He was not.,He has not.
4014,223,8,True,coord,Cody,Chloe,The surgeon has worked in the industry for more than 10 years and was angry.,Nope.,Hang on a minute.,He has not.,He was not.
4015,224,0,False,coord,Chandler,Juan,The manager was listening to the radio and has been neighbors with the mayor.,No.,Wait no.,He was not.,He has not.
4016,224,0,True,coord,Chandler,Juan,The manager has been neighbors with the mayor and was listening to the radio.,No.,Wait no.,He has not.,He was not.
4017,224,1,False,coord,Chandler,Juan,The manager was listening to the radio and has been neighbors with the mayor.,No.,"Hey, wait a minute.",He was not.,He has not.
4018,224,1,True,coord,Chandler,Juan,The manager has been neighbors with the mayor and was listening to the radio.,No.,"Hey, wait a minute.",He has not.,He was not.
4019,224,2,False,coord,Chandler,Juan,The manager was listening to the radio and has been neighbors with the mayor.,No.,Hang on a minute.,He was not.,He has not.
4020,224,2,True,coord,Chandler,Juan,The manager has been neighbors with the mayor and was listening to the radio.,No.,Hang on a minute.,He has not.,He was not.
4021,224,3,False,coord,Chandler,Juan,The manager was listening to the radio and has been neighbors with the mayor.,That's not true.,Wait no.,He was not.,He has not.
4022,224,3,True,coord,Chandler,Juan,The manager has been neighbors with the mayor and was listening to the radio.,That's not true.,Wait no.,He has not.,He was not.
4023,224,4,False,coord,Chandler,Juan,The manager was listening to the radio and has been neighbors with the mayor.,That's not true.,"Hey, wait a minute.",He was not.,He has not.
4024,224,4,True,coord,Chandler,Juan,The manager has been neighbors with the mayor and was listening to the radio.,That's not true.,"Hey, wait a minute.",He has not.,He was not.
4025,224,5,False,coord,Chandler,Juan,The manager was listening to the radio and has been neighbors with the mayor.,That's not true.,Hang on a minute.,He was not.,He has not.
4026,224,5,True,coord,Chandler,Juan,The manager has been neighbors with the mayor and was listening to the radio.,That's not true.,Hang on a minute.,He has not.,He was not.
4027,224,6,False,coord,Chandler,Juan,The manager was listening to the radio and has been neighbors with the mayor.,Nope.,Wait no.,He was not.,He has not.
4028,224,6,True,coord,Chandler,Juan,The manager has been neighbors with the mayor and was listening to the radio.,Nope.,Wait no.,He has not.,He was not.
4029,224,7,False,coord,Chandler,Juan,The manager was listening to the radio and has been neighbors with the mayor.,Nope.,"Hey, wait a minute.",He was not.,He has not.
4030,224,7,True,coord,Chandler,Juan,The manager has been neighbors with the mayor and was listening to the radio.,Nope.,"Hey, wait a minute.",He has not.,He was not.
4031,224,8,False,coord,Chandler,Juan,The manager was listening to the radio and has been neighbors with the mayor.,Nope.,Hang on a minute.,He was not.,He has not.
4032,224,8,True,coord,Chandler,Juan,The manager has been neighbors with the mayor and was listening to the radio.,Nope.,Hang on a minute.,He has not.,He was not.
4033,225,0,False,coord,Jeremiah,Ian,The teacher was excited about the good news and has been collecting fridge magnets for five years.,No.,Wait no.,He was not.,He has not.
4034,225,0,True,coord,Jeremiah,Ian,The teacher has been collecting fridge magnets for five years and was excited about the good news.,No.,Wait no.,He has not.,He was not.
4035,225,1,False,coord,Jeremiah,Ian,The teacher was excited about the good news and has been collecting fridge magnets for five years.,No.,"Hey, wait a minute.",He was not.,He has not.
4036,225,1,True,coord,Jeremiah,Ian,The teacher has been collecting fridge magnets for five years and was excited about the good news.,No.,"Hey, wait a minute.",He has not.,He was not.
4037,225,2,False,coord,Jeremiah,Ian,The teacher was excited about the good news and has been collecting fridge magnets for five years.,No.,Hang on a minute.,He was not.,He has not.
4038,225,2,True,coord,Jeremiah,Ian,The teacher has been collecting fridge magnets for five years and was excited about the good news.,No.,Hang on a minute.,He has not.,He was not.
4039,225,3,False,coord,Jeremiah,Ian,The teacher was excited about the good news and has been collecting fridge magnets for five years.,That's not true.,Wait no.,He was not.,He has not.
4040,225,3,True,coord,Jeremiah,Ian,The teacher has been collecting fridge magnets for five years and was excited about the good news.,That's not true.,Wait no.,He has not.,He was not.
4041,225,4,False,coord,Jeremiah,Ian,The teacher was excited about the good news and has been collecting fridge magnets for five years.,That's not true.,"Hey, wait a minute.",He was not.,He has not.
4042,225,4,True,coord,Jeremiah,Ian,The teacher has been collecting fridge magnets for five years and was excited about the good news.,That's not true.,"Hey, wait a minute.",He has not.,He was not.
4043,225,5,False,coord,Jeremiah,Ian,The teacher was excited about the good news and has been collecting fridge magnets for five years.,That's not true.,Hang on a minute.,He was not.,He has not.
