idx,item,sentence,prefix,stimulus,type
425,212,"Isaiah said, ""The receptionist, who has two sisters, was on a diet."" Ana replied, ""Wait no, he was not.""","Isaiah said, ""The receptionist, who has two sisters, was on a diet."" Ana replied, ""Wait no,","he was not.""",neg_main_bad
425,212,"Isaiah said, ""The receptionist, who has two sisters, was on a diet."" Ana replied, ""Wait no, he does not.""","Isaiah said, ""The receptionist, who has two sisters, was on a diet."" Ana replied, ""Wait no,","he does not.""",neg_arc_good
425,212,"Isaiah said, ""The receptionist, who has two sisters, was on a diet."" Ana replied, ""No, he does not.""","Isaiah said, ""The receptionist, who has two sisters, was on a diet."" Ana replied, ""No,","he does not.""",neg_arc_bad
426,213,"Hector said, ""The overseer, who was happy about the cross-country road trip, likes bungee jumping."" Luis replied, ""No, she does not.""","Hector said, ""The overseer, who was happy about the cross-country road trip, likes bungee jumping."" Luis replied, ""No,","she does not.""",neg_main_good
426,213,"Hector said, ""The overseer, who was happy about the cross-country road trip, likes bungee jumping."" Luis replied, ""Wait no, she does not.""","Hector said, ""The overseer, who was happy about the cross-country road trip, likes bungee jumping."" Luis replied, ""Wait no,","she does not.""",neg_main_bad
426,213,"Hector said, ""The overseer, who was happy about the cross-country road trip, likes bungee jumping."" Luis replied, ""Wait no, she was not.""","Hector said, ""The overseer, who was happy about the cross-country road trip, likes bungee jumping."" Luis replied, ""Wait no,","she was not.""",neg_arc_good
426,213,"Hector said, ""The overseer, who was happy about the cross-country road trip, likes bungee jumping."" Luis replied, ""No, she was not.""","Hector said, ""The overseer, who was happy about the cross-country road trip, likes bungee jumping."" Luis replied, ""No,","she was not.""",neg_arc_bad
427,213,"Hector said, ""The overseer, who likes bungee jumping, was happy about the cross-country road trip."" Luis replied, ""No, she was not.""","Hector said, ""The overseer, who likes bungee jumping, was happy about the cross-country road trip."" Luis replied, ""No,","she was not.""",neg_main_good
427,213,"Hector said, ""The overseer, who likes bungee jumping, was happy about the cross-country road trip."" Luis replied, ""Wait no, she was not.""","Hector said, ""The overseer, who likes bungee jumping, was happy about the cross-country road trip."" Luis replied, ""Wait no,","she was not.""",neg_main_bad
427,213,"Hector said, ""The overseer, who likes bungee jumping, was happy about the cross-country road trip."" Luis replied, ""Wait no, she does not.""","Hector said, ""The overseer, who likes bungee jumping, was happy about the cross-country road trip."" Luis replied, ""Wait no,","she does not.""",neg_arc_good
427,213,"Hector said, ""The overseer, who likes bungee jumping, was happy about the cross-country road trip."" Luis replied, ""No, she does not.""","Hector said, ""The overseer, who likes bungee jumping, was happy about the cross-country road trip."" Luis replied, ""No,","she does not.""",neg_arc_bad
428,214,"Leslie said, ""The swimmer, who was nervous about the stressful situation, finds humor in the worst situations."" Jorge replied, ""No, she does not.""","Leslie said, ""The swimmer, who was nervous about the stressful situation, finds humor in the worst situations."" Jorge replied, ""No,","she does not.""",neg_main_good
428,214,"Leslie said, ""The swimmer, who was nervous about the stressful situation, finds humor in the worst situations."" Jorge replied, ""Wait no, she does not.""","Leslie said, ""The swimmer, who was nervous about the stressful situation, finds humor in the worst situations."" Jorge replied, ""Wait no,","she does not.""",neg_main_bad
428,214,"Leslie said, ""The swimmer, who was nervous about the stressful situation, finds humor in the worst situations."" Jorge replied, ""Wait no, she was not.""","Leslie said, ""The swimmer, who was nervous about the stressful situation, finds humor in the worst situations."" Jorge replied, ""Wait no,","she was not.""",neg_arc_good
428,214,"Leslie said, ""The swimmer, who was nervous about the stressful situation, finds humor in the worst situations."" Jorge replied, ""No, she was not.""","Leslie said, ""The swimmer, who was nervous about the stressful situation, finds humor in the worst situations."" Jorge replied, ""No,","she was not.""",neg_arc_bad
429,214,"Leslie said, ""The swimmer, who finds humor in the worst situations, was nervous about the stressful situation."" Jorge replied, ""No, she was not.""","Leslie said, ""The swimmer, who finds humor in the worst situations, was nervous about the stressful situation."" Jorge replied, ""No,","she was not.""",neg_main_good
429,214,"Leslie said, ""The swimmer, who finds humor in the worst situations, was nervous about the stressful situation."" Jorge replied, ""Wait no, she was not.""","Leslie said, ""The swimmer, who finds humor in the worst situations, was nervous about the stressful situation."" Jorge replied, ""Wait no,","she was not.""",neg_main_bad
429,214,"Leslie said, ""The swimmer, who finds humor in the worst situations, was nervous about the stressful situation."" Jorge replied, ""Wait no, she does not.""","Leslie said, ""The swimmer, who finds humor in the worst situations, was nervous about the stressful situation."" Jorge replied, ""Wait no,","she does not.""",neg_arc_good
429,214,"Leslie said, ""The swimmer, who finds humor in the worst situations, was nervous about the stressful situation."" Jorge replied, ""No, she does not.""","Leslie said, ""The swimmer, who finds humor in the worst situations, was nervous about the stressful situation."" Jorge replied, ""No,","she does not.""",neg_arc_bad
430,215,"Kenneth said, ""The customer, who was talking to the tall nurse, always greets kindly."" Micah replied, ""No, she does not.""","Kenneth said, ""The customer, who was talking to the tall nurse, always greets kindly."" Micah replied, ""No,","she does not.""",neg_main_good
430,215,"Kenneth said, ""The customer, who was talking to the tall nurse, always greets kindly."" Micah replied, ""Wait no, she does not.""","Kenneth said, ""The customer, who was talking to the tall nurse, always greets kindly."" Micah replied, ""Wait no,","she does not.""",neg_main_bad
430,215,"Kenneth said, ""The customer, who was talking to the tall nurse, always greets kindly."" Micah replied, ""Wait no, she was not.""","Kenneth said, ""The customer, who was talking to the tall nurse, always greets kindly."" Micah replied, ""Wait no,","she was not.""",neg_arc_good
430,215,"Kenneth said, ""The customer, who was talking to the tall nurse, always greets kindly."" Micah replied, ""No, she was not.""","Kenneth said, ""The customer, who was talking to the tall nurse, always greets kindly."" Micah replied, ""No,","she was not.""",neg_arc_bad
431,215,"Kenneth said, ""The customer, who always greets kindly, was talking to the tall nurse."" Micah replied, ""No, she was not.""","Kenneth said, ""The customer, who always greets kindly, was talking to the tall nurse."" Micah replied, ""No,","she was not.""",neg_main_good
431,215,"Kenneth said, ""The customer, who always greets kindly, was talking to the tall nurse."" Micah replied, ""Wait no, she was not.""","Kenneth said, ""The customer, who always greets kindly, was talking to the tall nurse."" Micah replied, ""Wait no,","she was not.""",neg_main_bad
431,215,"Kenneth said, ""The customer, who always greets kindly, was talking to the tall nurse."" Micah replied, ""Wait no, she does not.""","Kenneth said, ""The customer, who always greets kindly, was talking to the tall nurse."" Micah replied, ""Wait no,","she does not.""",neg_arc_good
431,215,"Kenneth said, ""The customer, who always greets kindly, was talking to the tall nurse."" Micah replied, ""No, she does not.""","Kenneth said, ""The customer, who always greets kindly, was talking to the tall nurse."" Micah replied, ""No,","she does not.""",neg_arc_bad
432,216,"Aidan said, ""The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine."" Dawson replied, ""No, she does not.""","Aidan said, ""The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine."" Dawson replied, ""No,","she does not.""",neg_main_good
432,216,"Aidan said, ""The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine."" Dawson replied, ""Wait no, she does not.""","Aidan said, ""The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine."" Dawson replied, ""Wait no,","she does not.""",neg_main_bad
432,216,"Aidan said, ""The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine."" Dawson replied, ""Wait no, she was not.""","Aidan said, ""The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine."" Dawson replied, ""Wait no,","she was not.""",neg_arc_good
432,216,"Aidan said, ""The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine."" Dawson replied, ""No, she was not.""","Aidan said, ""The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine."" Dawson replied, ""No,","she was not.""",neg_arc_bad
433,216,"Aidan said, ""The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall."" Dawson replied, ""No, she was not.""","Aidan said, ""The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall."" Dawson replied, ""No,","she was not.""",neg_main_good
433,216,"Aidan said, ""The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall."" Dawson replied, ""Wait no, she was not.""","Aidan said, ""The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall."" Dawson replied, ""Wait no,","she was not.""",neg_main_bad
433,216,"Aidan said, ""The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall."" Dawson replied, ""Wait no, she does not.""","Aidan said, ""The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall."" Dawson replied, ""Wait no,","she does not.""",neg_arc_good
433,216,"Aidan said, ""The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall."" Dawson replied, ""No, she does not.""","Aidan said, ""The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall."" Dawson replied, ""No,","she does not.""",neg_arc_bad
434,217,"Jillian said, ""The farmer, who was disappointed with the weather, occasionally takes a nap after lunch."" Madeline replied, ""No, he does not.""","Jillian said, ""The farmer, who was disappointed with the weather, occasionally takes a nap after lunch."" Madeline replied, ""No,","he does not.""",neg_main_good
434,217,"Jillian said, ""The farmer, who was disappointed with the weather, occasionally takes a nap after lunch."" Madeline replied, ""Wait no, he does not.""","Jillian said, ""The farmer, who was disappointed with the weather, occasionally takes a nap after lunch."" Madeline replied, ""Wait no,","he does not.""",neg_main_bad
434,217,"Jillian said, ""The farmer, who was disappointed with the weather, occasionally takes a nap after lunch."" Madeline replied, ""Wait no, he was not.""","Jillian said, ""The farmer, who was disappointed with the weather, occasionally takes a nap after lunch."" Madeline replied, ""Wait no,","he was not.""",neg_arc_good
434,217,"Jillian said, ""The farmer, who was disappointed with the weather, occasionally takes a nap after lunch."" Madeline replied, ""No, he was not.""","Jillian said, ""The farmer, who was disappointed with the weather, occasionally takes a nap after lunch."" Madeline replied, ""No,","he was not.""",neg_arc_bad
435,217,"Jillian said, ""The farmer, who occasionally takes a nap after lunch, was disappointed with the weather."" Madeline replied, ""No, he was not.""","Jillian said, ""The farmer, who occasionally takes a nap after lunch, was disappointed with the weather."" Madeline replied, ""No,","he was not.""",neg_main_good
435,217,"Jillian said, ""The farmer, who occasionally takes a nap after lunch, was disappointed with the weather."" Madeline replied, ""Wait no, he was not.""","Jillian said, ""The farmer, who occasionally takes a nap after lunch, was disappointed with the weather."" Madeline replied, ""Wait no,","he was not.""",neg_main_bad
435,217,"Jillian said, ""The farmer, who occasionally takes a nap after lunch, was disappointed with the weather."" Madeline replied, ""Wait no, he does not.""","Jillian said, ""The farmer, who occasionally takes a nap after lunch, was disappointed with the weather."" Madeline replied, ""Wait no,","he does not.""",neg_arc_good
435,217,"Jillian said, ""The farmer, who occasionally takes a nap after lunch, was disappointed with the weather."" Madeline replied, ""No, he does not.""","Jillian said, ""The farmer, who occasionally takes a nap after lunch, was disappointed with the weather."" Madeline replied, ""No,","he does not.""",neg_arc_bad
436,218,"Riley said, ""The waitress, who was wearing thick clothes, loves reading Russian books."" Marissa replied, ""No, she does not.""","Riley said, ""The waitress, who was wearing thick clothes, loves reading Russian books."" Marissa replied, ""No,","she does not.""",neg_main_good
436,218,"Riley said, ""The waitress, who was wearing thick clothes, loves reading Russian books."" Marissa replied, ""Wait no, she does not.""","Riley said, ""The waitress, who was wearing thick clothes, loves reading Russian books."" Marissa replied, ""Wait no,","she does not.""",neg_main_bad
436,218,"Riley said, ""The waitress, who was wearing thick clothes, loves reading Russian books."" Marissa replied, ""Wait no, she was not.""","Riley said, ""The waitress, who was wearing thick clothes, loves reading Russian books."" Marissa replied, ""Wait no,","she was not.""",neg_arc_good
436,218,"Riley said, ""The waitress, who was wearing thick clothes, loves reading Russian books."" Marissa replied, ""No, she was not.""","Riley said, ""The waitress, who was wearing thick clothes, loves reading Russian books."" Marissa replied, ""No,","she was not.""",neg_arc_bad
437,218,"Riley said, ""The waitress, who loves reading Russian books, was wearing thick clothes."" Marissa replied, ""No, she was not.""","Riley said, ""The waitress, who loves reading Russian books, was wearing thick clothes."" Marissa replied, ""No,","she was not.""",neg_main_good
437,218,"Riley said, ""The waitress, who loves reading Russian books, was wearing thick clothes."" Marissa replied, ""Wait no, she was not.""","Riley said, ""The waitress, who loves reading Russian books, was wearing thick clothes."" Marissa replied, ""Wait no,","she was not.""",neg_main_bad
437,218,"Riley said, ""The waitress, who loves reading Russian books, was wearing thick clothes."" Marissa replied, ""Wait no, she does not.""","Riley said, ""The waitress, who loves reading Russian books, was wearing thick clothes."" Marissa replied, ""Wait no,","she does not.""",neg_arc_good
437,218,"Riley said, ""The waitress, who loves reading Russian books, was wearing thick clothes."" Marissa replied, ""No, she does not.""","Riley said, ""The waitress, who loves reading Russian books, was wearing thick clothes."" Marissa replied, ""No,","she does not.""",neg_arc_bad
438,219,"Jason said, ""The psychologist, who was upset about the cleanliness of City Hall, laughs very loudly."" Riley replied, ""No, she does not.""","Jason said, ""The psychologist, who was upset about the cleanliness of City Hall, laughs very loudly."" Riley replied, ""No,","she does not.""",neg_main_good
438,219,"Jason said, ""The psychologist, who was upset about the cleanliness of City Hall, laughs very loudly."" Riley replied, ""Wait no, she does not.""","Jason said, ""The psychologist, who was upset about the cleanliness of City Hall, laughs very loudly."" Riley replied, ""Wait no,","she does not.""",neg_main_bad
438,219,"Jason said, ""The psychologist, who was upset about the cleanliness of City Hall, laughs very loudly."" Riley replied, ""Wait no, she was not.""","Jason said, ""The psychologist, who was upset about the cleanliness of City Hall, laughs very loudly."" Riley replied, ""Wait no,","she was not.""",neg_arc_good
438,219,"Jason said, ""The psychologist, who was upset about the cleanliness of City Hall, laughs very loudly."" Riley replied, ""No, she was not.""","Jason said, ""The psychologist, who was upset about the cleanliness of City Hall, laughs very loudly."" Riley replied, ""No,","she was not.""",neg_arc_bad
439,219,"Jason said, ""The psychologist, who laughs very loudly, was upset about the cleanliness of City Hall."" Riley replied, ""No, she was not.""","Jason said, ""The psychologist, who laughs very loudly, was upset about the cleanliness of City Hall."" Riley replied, ""No,","she was not.""",neg_main_good
439,219,"Jason said, ""The psychologist, who laughs very loudly, was upset about the cleanliness of City Hall."" Riley replied, ""Wait no, she was not.""","Jason said, ""The psychologist, who laughs very loudly, was upset about the cleanliness of City Hall."" Riley replied, ""Wait no,","she was not.""",neg_main_bad
439,219,"Jason said, ""The psychologist, who laughs very loudly, was upset about the cleanliness of City Hall."" Riley replied, ""Wait no, she does not.""","Jason said, ""The psychologist, who laughs very loudly, was upset about the cleanliness of City Hall."" Riley replied, ""Wait no,","she does not.""",neg_arc_good
439,219,"Jason said, ""The psychologist, who laughs very loudly, was upset about the cleanliness of City Hall."" Riley replied, ""No, she does not.""","Jason said, ""The psychologist, who laughs very loudly, was upset about the cleanliness of City Hall."" Riley replied, ""No,","she does not.""",neg_arc_bad
440,220,"Kara said, ""The customer, who was on a diet, has undergone chemotherapy."" Elijah replied, ""No, she has not.""","Kara said, ""The customer, who was on a diet, has undergone chemotherapy."" Elijah replied, ""No,","she has not.""",neg_main_good
440,220,"Kara said, ""The customer, who was on a diet, has undergone chemotherapy."" Elijah replied, ""Wait no, she has not.""","Kara said, ""The customer, who was on a diet, has undergone chemotherapy."" Elijah replied, ""Wait no,","she has not.""",neg_main_bad
440,220,"Kara said, ""The customer, who was on a diet, has undergone chemotherapy."" Elijah replied, ""Wait no, she was not.""","Kara said, ""The customer, who was on a diet, has undergone chemotherapy."" Elijah replied, ""Wait no,","she was not.""",neg_arc_good
440,220,"Kara said, ""The customer, who was on a diet, has undergone chemotherapy."" Elijah replied, ""No, she was not.""","Kara said, ""The customer, who was on a diet, has undergone chemotherapy."" Elijah replied, ""No,","she was not.""",neg_arc_bad
441,220,"Kara said, ""The customer, who has undergone chemotherapy, was on a diet."" Elijah replied, ""No, she was not.""","Kara said, ""The customer, who has undergone chemotherapy, was on a diet."" Elijah replied, ""No,","she was not.""",neg_main_good
441,220,"Kara said, ""The customer, who has undergone chemotherapy, was on a diet."" Elijah replied, ""Wait no, she was not.""","Kara said, ""The customer, who has undergone chemotherapy, was on a diet."" Elijah replied, ""Wait no,","she was not.""",neg_main_bad
441,220,"Kara said, ""The customer, who has undergone chemotherapy, was on a diet."" Elijah replied, ""Wait no, she has not.""","Kara said, ""The customer, who has undergone chemotherapy, was on a diet."" Elijah replied, ""Wait no,","she has not.""",neg_arc_good
441,220,"Kara said, ""The customer, who has undergone chemotherapy, was on a diet."" Elijah replied, ""No, she has not.""","Kara said, ""The customer, who has undergone chemotherapy, was on a diet."" Elijah replied, ""No,","she has not.""",neg_arc_bad
442,221,"Cristian said, ""The lawyer, who was nervous about the stressful situation, has been chosen to audition for the All Stars game."" Cody replied, ""No, she has not.""","Cristian said, ""The lawyer, who was nervous about the stressful situation, has been chosen to audition for the All Stars game."" Cody replied, ""No,","she has not.""",neg_main_good
442,221,"Cristian said, ""The lawyer, who was nervous about the stressful situation, has been chosen to audition for the All Stars game."" Cody replied, ""Wait no, she has not.""","Cristian said, ""The lawyer, who was nervous about the stressful situation, has been chosen to audition for the All Stars game."" Cody replied, ""Wait no,","she has not.""",neg_main_bad
442,221,"Cristian said, ""The lawyer, who was nervous about the stressful situation, has been chosen to audition for the All Stars game."" Cody replied, ""Wait no, she was not.""","Cristian said, ""The lawyer, who was nervous about the stressful situation, has been chosen to audition for the All Stars game."" Cody replied, ""Wait no,","she was not.""",neg_arc_good
442,221,"Cristian said, ""The lawyer, who was nervous about the stressful situation, has been chosen to audition for the All Stars game."" Cody replied, ""No, she was not.""","Cristian said, ""The lawyer, who was nervous about the stressful situation, has been chosen to audition for the All Stars game."" Cody replied, ""No,","she was not.""",neg_arc_bad
443,221,"Cristian said, ""The lawyer, who has been chosen to audition for the All Stars game, was nervous about the stressful situation."" Cody replied, ""No, she was not.""","Cristian said, ""The lawyer, who has been chosen to audition for the All Stars game, was nervous about the stressful situation."" Cody replied, ""No,","she was not.""",neg_main_good
443,221,"Cristian said, ""The lawyer, who has been chosen to audition for the All Stars game, was nervous about the stressful situation."" Cody replied, ""Wait no, she was not.""","Cristian said, ""The lawyer, who has been chosen to audition for the All Stars game, was nervous about the stressful situation."" Cody replied, ""Wait no,","she was not.""",neg_main_bad
443,221,"Cristian said, ""The lawyer, who has been chosen to audition for the All Stars game, was nervous about the stressful situation."" Cody replied, ""Wait no, she has not.""","Cristian said, ""The lawyer, who has been chosen to audition for the All Stars game, was nervous about the stressful situation."" Cody replied, ""Wait no,","she has not.""",neg_arc_good
443,221,"Cristian said, ""The lawyer, who has been chosen to audition for the All Stars game, was nervous about the stressful situation."" Cody replied, ""No, she has not.""","Cristian said, ""The lawyer, who has been chosen to audition for the All Stars game, was nervous about the stressful situation."" Cody replied, ""No,","she has not.""",neg_arc_bad
444,222,"Cody said, ""The surgeon, who was angry, has worked in the industry for more than 10 years."" Chloe replied, ""No, he has not.""","Cody said, ""The surgeon, who was angry, has worked in the industry for more than 10 years."" Chloe replied, ""No,","he has not.""",neg_main_good
444,222,"Cody said, ""The surgeon, who was angry, has worked in the industry for more than 10 years."" Chloe replied, ""Wait no, he has not.""","Cody said, ""The surgeon, who was angry, has worked in the industry for more than 10 years."" Chloe replied, ""Wait no,","he has not.""",neg_main_bad
444,222,"Cody said, ""The surgeon, who was angry, has worked in the industry for more than 10 years."" Chloe replied, ""Wait no, he was not.""","Cody said, ""The surgeon, who was angry, has worked in the industry for more than 10 years."" Chloe replied, ""Wait no,","he was not.""",neg_arc_good
444,222,"Cody said, ""The surgeon, who was angry, has worked in the industry for more than 10 years."" Chloe replied, ""No, he was not.""","Cody said, ""The surgeon, who was angry, has worked in the industry for more than 10 years."" Chloe replied, ""No,","he was not.""",neg_arc_bad
445,222,"Cody said, ""The surgeon, who has worked in the industry for more than 10 years, was angry."" Chloe replied, ""No, he was not.""","Cody said, ""The surgeon, who has worked in the industry for more than 10 years, was angry."" Chloe replied, ""No,","he was not.""",neg_main_good
445,222,"Cody said, ""The surgeon, who has worked in the industry for more than 10 years, was angry."" Chloe replied, ""Wait no, he was not.""","Cody said, ""The surgeon, who has worked in the industry for more than 10 years, was angry."" Chloe replied, ""Wait no,","he was not.""",neg_main_bad
445,222,"Cody said, ""The surgeon, who has worked in the industry for more than 10 years, was angry."" Chloe replied, ""Wait no, he has not.""","Cody said, ""The surgeon, who has worked in the industry for more than 10 years, was angry."" Chloe replied, ""Wait no,","he has not.""",neg_arc_good
445,222,"Cody said, ""The surgeon, who has worked in the industry for more than 10 years, was angry."" Chloe replied, ""No, he has not.""","Cody said, ""The surgeon, who has worked in the industry for more than 10 years, was angry."" Chloe replied, ""No,","he has not.""",neg_arc_bad
446,223,"Chandler said, ""The manager, who was listening to the radio, has been neighbors with the mayor."" Juan replied, ""No, he has not.""","Chandler said, ""The manager, who was listening to the radio, has been neighbors with the mayor."" Juan replied, ""No,","he has not.""",neg_main_good
446,223,"Chandler said, ""The manager, who was listening to the radio, has been neighbors with the mayor."" Juan replied, ""Wait no, he has not.""","Chandler said, ""The manager, who was listening to the radio, has been neighbors with the mayor."" Juan replied, ""Wait no,","he has not.""",neg_main_bad
446,223,"Chandler said, ""The manager, who was listening to the radio, has been neighbors with the mayor."" Juan replied, ""Wait no, he was not.""","Chandler said, ""The manager, who was listening to the radio, has been neighbors with the mayor."" Juan replied, ""Wait no,","he was not.""",neg_arc_good
446,223,"Chandler said, ""The manager, who was listening to the radio, has been neighbors with the mayor."" Juan replied, ""No, he was not.""","Chandler said, ""The manager, who was listening to the radio, has been neighbors with the mayor."" Juan replied, ""No,","he was not.""",neg_arc_bad
447,223,"Chandler said, ""The manager, who has been neighbors with the mayor, was listening to the radio."" Juan replied, ""No, he was not.""","Chandler said, ""The manager, who has been neighbors with the mayor, was listening to the radio."" Juan replied, ""No,","he was not.""",neg_main_good
447,223,"Chandler said, ""The manager, who has been neighbors with the mayor, was listening to the radio."" Juan replied, ""Wait no, he was not.""","Chandler said, ""The manager, who has been neighbors with the mayor, was listening to the radio."" Juan replied, ""Wait no,","he was not.""",neg_main_bad
447,223,"Chandler said, ""The manager, who has been neighbors with the mayor, was listening to the radio."" Juan replied, ""Wait no, he has not.""","Chandler said, ""The manager, who has been neighbors with the mayor, was listening to the radio."" Juan replied, ""Wait no,","he has not.""",neg_arc_good
447,223,"Chandler said, ""The manager, who has been neighbors with the mayor, was listening to the radio."" Juan replied, ""No, he has not.""","Chandler said, ""The manager, who has been neighbors with the mayor, was listening to the radio."" Juan replied, ""No,","he has not.""",neg_arc_bad
448,224,"Jeremiah said, ""The teacher, who was excited about the good news, has been collecting fridge magnets for five years."" Ian replied, ""No, he has not.""","Jeremiah said, ""The teacher, who was excited about the good news, has been collecting fridge magnets for five years."" Ian replied, ""No,","he has not.""",neg_main_good
448,224,"Jeremiah said, ""The teacher, who was excited about the good news, has been collecting fridge magnets for five years."" Ian replied, ""Wait no, he has not.""","Jeremiah said, ""The teacher, who was excited about the good news, has been collecting fridge magnets for five years."" Ian replied, ""Wait no,","he has not.""",neg_main_bad
448,224,"Jeremiah said, ""The teacher, who was excited about the good news, has been collecting fridge magnets for five years."" Ian replied, ""Wait no, he was not.""","Jeremiah said, ""The teacher, who was excited about the good news, has been collecting fridge magnets for five years."" Ian replied, ""Wait no,","he was not.""",neg_arc_good
448,224,"Jeremiah said, ""The teacher, who was excited about the good news, has been collecting fridge magnets for five years."" Ian replied, ""No, he was not.""","Jeremiah said, ""The teacher, who was excited about the good news, has been collecting fridge magnets for five years."" Ian replied, ""No,","he was not.""",neg_arc_bad
449,224,"Jeremiah said, ""The teacher, who has been collecting fridge magnets for five years, was excited about the good news."" Ian replied, ""No, he was not.""","Jeremiah said, ""The teacher, who has been collecting fridge magnets for five years, was excited about the good news."" Ian replied, ""No,","he was not.""",neg_main_good
449,224,"Jeremiah said, ""The teacher, who has been collecting fridge magnets for five years, was excited about the good news."" Ian replied, ""Wait no, he was not.""","Jeremiah said, ""The teacher, who has been collecting fridge magnets for five years, was excited about the good news."" Ian replied, ""Wait no,","he was not.""",neg_main_bad
449,224,"Jeremiah said, ""The teacher, who has been collecting fridge magnets for five years, was excited about the good news."" Ian replied, ""Wait no, he has not.""","Jeremiah said, ""The teacher, who has been collecting fridge magnets for five years, was excited about the good news."" Ian replied, ""Wait no,","he has not.""",neg_arc_good
449,224,"Jeremiah said, ""The teacher, who has been collecting fridge magnets for five years, was excited about the good news."" Ian replied, ""No, he has not.""","Jeremiah said, ""The teacher, who has been collecting fridge magnets for five years, was excited about the good news."" Ian replied, ""No,","he has not.""",neg_arc_bad
450,225,"Diamond said, ""The swimmer, who was singing a song, has been working out for two hours."" Marcus replied, ""No, she has not.""","Diamond said, ""The swimmer, who was singing a song, has been working out for two hours."" Marcus replied, ""No,","she has not.""",neg_main_good
450,225,"Diamond said, ""The swimmer, who was singing a song, has been working out for two hours."" Marcus replied, ""Wait no, she has not.""","Diamond said, ""The swimmer, who was singing a song, has been working out for two hours."" Marcus replied, ""Wait no,","she has not.""",neg_main_bad
450,225,"Diamond said, ""The swimmer, who was singing a song, has been working out for two hours."" Marcus replied, ""Wait no, she was not.""","Diamond said, ""The swimmer, who was singing a song, has been working out for two hours."" Marcus replied, ""Wait no,","she was not.""",neg_arc_good
450,225,"Diamond said, ""The swimmer, who was singing a song, has been working out for two hours."" Marcus replied, ""No, she was not.""","Diamond said, ""The swimmer, who was singing a song, has been working out for two hours."" Marcus replied, ""No,","she was not.""",neg_arc_bad
451,225,"Diamond said, ""The swimmer, who has been working out for two hours, was singing a song."" Marcus replied, ""No, she was not.""","Diamond said, ""The swimmer, who has been working out for two hours, was singing a song."" Marcus replied, ""No,","she was not.""",neg_main_good
451,225,"Diamond said, ""The swimmer, who has been working out for two hours, was singing a song."" Marcus replied, ""Wait no, she was not.""","Diamond said, ""The swimmer, who has been working out for two hours, was singing a song."" Marcus replied, ""Wait no,","she was not.""",neg_main_bad
451,225,"Diamond said, ""The swimmer, who has been working out for two hours, was singing a song."" Marcus replied, ""Wait no, she has not.""","Diamond said, ""The swimmer, who has been working out for two hours, was singing a song."" Marcus replied, ""Wait no,","she has not.""",neg_arc_good
451,225,"Diamond said, ""The swimmer, who has been working out for two hours, was singing a song."" Marcus replied, ""No, she has not.""","Diamond said, ""The swimmer, who has been working out for two hours, was singing a song."" Marcus replied, ""No,","she has not.""",neg_arc_bad
452,226,"Zoe said, ""The housekeeper, who was born in Ecuador, has been participating in marathons since last year."" Brooklyn replied, ""No, he has not.""","Zoe said, ""The housekeeper, who was born in Ecuador, has been participating in marathons since last year."" Brooklyn replied, ""No,","he has not.""",neg_main_good
452,226,"Zoe said, ""The housekeeper, who was born in Ecuador, has been participating in marathons since last year."" Brooklyn replied, ""Wait no, he has not.""","Zoe said, ""The housekeeper, who was born in Ecuador, has been participating in marathons since last year."" Brooklyn replied, ""Wait no,","he has not.""",neg_main_bad
452,226,"Zoe said, ""The housekeeper, who was born in Ecuador, has been participating in marathons since last year."" Brooklyn replied, ""Wait no, he was not.""","Zoe said, ""The housekeeper, who was born in Ecuador, has been participating in marathons since last year."" Brooklyn replied, ""Wait no,","he was not.""",neg_arc_good
452,226,"Zoe said, ""The housekeeper, who was born in Ecuador, has been participating in marathons since last year."" Brooklyn replied, ""No, he was not.""","Zoe said, ""The housekeeper, who was born in Ecuador, has been participating in marathons since last year."" Brooklyn replied, ""No,","he was not.""",neg_arc_bad
453,226,"Zoe said, ""The housekeeper, who has been participating in marathons since last year, was born in Ecuador."" Brooklyn replied, ""No, he was not.""","Zoe said, ""The housekeeper, who has been participating in marathons since last year, was born in Ecuador."" Brooklyn replied, ""No,","he was not.""",neg_main_good
453,226,"Zoe said, ""The housekeeper, who has been participating in marathons since last year, was born in Ecuador."" Brooklyn replied, ""Wait no, he was not.""","Zoe said, ""The housekeeper, who has been participating in marathons since last year, was born in Ecuador."" Brooklyn replied, ""Wait no,","he was not.""",neg_main_bad
