verb1,verb2,vp1,vp2,subj,prn,name1,name2,generations_vp1,generations_vp2
was,has,was disappointed with the weather,has been staying in Hawaii for two months,The linguist,she,Grace,Nicolas,"['""The linguist was disappointed with the weather.""', '""The linguist was disappointed with the weather"".', '""The linguist was disappointed with the weather."", \nHow would', '""I was disappointed with the weather"".\n\nUser: Let\'s assume', '""The linguist was disappointed with the weather.""', '""The linguist was disappointed with the weather, as the weather was so', '""What was the weather?""', '""And what was the result of that weather.""', '""The linguist did not have the right tools for the job"".', ""User: Nicholas, I hope you didn't get any information from my""]","['""Grace has been staying in Hawaii for two months"".', '""The linguist has been staying in Hawaii for two months', '""The linguist has been staying in Hawaii for two', '""I\'ve been staying here for three months.', '""The linguist has been staying in Hawaii for two', '""The linguist has been staying in Hawaii for two months', '""What\'s the point of this? I was staying in', 'Grace said, ""The linguist has been staying', '""The linguist has been staying in New Zealand for two', ""User: I don't know what you are talking about""]"
was,is,was nervous about the upcoming debate,is learning Spanish,The swimmer,she,Carter,Garrett,"['Carter said, ""The swimmer was nervous about the', '""the swimmer was nervous about the upcoming debate"".', '""The swimmer was nervous about the upcoming debate"".', 'User: Carter said, ""The swimmer was nervous about', '""The swimmer was nervous about the upcoming debate, because the', 'User: Carter: ""The swimmer was nervous about the', '""The swimmer was nervous about the upcoming debate"".', 'A:', '""The swimmer was nervous about the upcoming debate, and he', '""That\'s right, Carter. I don\'t think']","['Carter: \nGarrett: \nUser: Carter', '""He is learning Spanish"".\nUser: Carter said, ""The', '""The swimmer is learning Spanish"", \nand Garrett replied', '""The swimmer is learning Italian"".\nClarification:', '""The swimmer is learning Spanish"".', '""The swimmer is learning French"".  What are the possible meanings of', '""The swimmer is learning Spanish"".', '""The swimmer is learning Spanish, and the swimmer is learning Spanish"".', '""The swimmer is learning French"".', '""The swimmer is learning Spanish, but he is not fluent.""']"
was,is,was happy to be outside in the sunny weather,is a big fan of Harry Potter,The drummer,she,Veronica,Aaron,"['""The rain has stopped. The drummer is very happy', '""He wasn\'t happy at all, he was just happy', '""The drummer was happy to be outside in the', '""I wasn\'t sure if it would rain.  ""', '""The drummer was happy to be outside in the', '""The drummer was happy to be outside in the sunny', '""The drummer was happy to be outside in the sunny', 'I am not familiar with the weather. The weather is', '""The drummer was happy to be outside in the sunny', 'User: Veronica replied, ""The drummer']","['""The drummer is a big fan of Harry Potter.""', '""He is not a big fan of Harry Potter"".', '""The drummer is a big fan of Harry Potter"".', '""I like Harry Potter, too"".\n\nUser: Veron', '""The drummer is a big fan of Harry Potter, but', '""The drummer is a big fan of Harry Potter.""', '""The drummer is a big fan of Harry Potter.""', 'User: Aaron said, ""The drummer is a big fan', '""The drummer is a big fan of Harry Potter, but he', 'User: Veronica replied, ""The drummer is a']"
was,is,was disappointed with the weather,is extremely fickle and demanding,The shop owner,he,Amaya,Kenneth,"['""And the sun was shining, while the shop owner was unhappy', '""He was surprised to see that the sun had set at noon.""', '""The weather was good for our business"", but did not say', '""The weather was very bad"".\nUser: Amaya said,', '""The weather was bad. What\'s wrong with the shop owner?""', 'User: \nUser: \nUser: \nUser', '""The shop owner was disappointed with the weather. He was angry', 'A:', '""The shop owner was disappointed with the weather, and he didn\'t', '""The shop owner was disappointed with the weather."" How would you re']","['""And he is not only demanding, but he is also very loyal', '""He is also very fickle and demanding, and if he is', '""That\'s not a problem at all, Amaya. You\'re', 'User: \nKen: \nUser: Amaya said,', '""That is the kind of person who can make you feel like a rock', 'User: \nUser: \nUser: \nUser:', '""The shop owner is extremely fickle and demanding"".', 'A:', '""The shop owner is very fickle and demanding"".', '""That\'s a very good point, but I don\'t think that']"
was,is,was unhappy about all the noise on the streets,is planning a honeymoon,The customer,she,Aaron,Javier,"['""The noise was quite loud."",  Is the given sentence grammatically', '""The customer was unhappy because the noise was so loud"".', '""The customer was unhappy about the noise."" \nIs there', '""I was wondering if there was a reason why you didn\'t seem', '""The noise was bad. It was annoying. I was going', '""The customer was unhappy about all the noise on the streets.""', '""It was really loud"".  The user was not able to find', '""And what was the customer\'s complaint about the noise on the', '""The customer was unhappy because the noise was loud and it was disrupting', '""The customer was unhappy about all the noise on the streets.""']","['""The customer is planning a honeymoon.""', '""The customer is planning a honeymoon"".', '""The customer is planning a honeymoon."", \nHow would', '""I\'m going to be there for the wedding party.""\n\nJ', '""The customer is planning a honeymoon.""', '""The customer is planning a honeymoon, but I don\'t have', '""The customer is planning a honeymoon"".', '""The customer is planning a honeymoon.""', '""The customer is planning a honeymoon."" What is the correct answer', '""The customer is planning a honeymoon"". How can the sentence be']"
was,is,was born in Ecuador,is reading a newly released sci-fi book,The columnist,he,Sean,Eduardo,"['""The columnist was born in Ecuador"".', '""He was born in Spain."" What was the original statement of the fact that Edu', '""The columnist was born in the United States"".', '""The columnist was born in Mexico"".\nIs Eduardo the correct person to', '""The columnist was born in Canada"".\n\nCan you please explain the meaning', '""The columnist was born in Peru"".', '""I was born in Panama.""  If the columnist is from Ecuador, is', '""The columnist was born in Mexico"".', '""The columnist was born in the United States.""', '""The columnist was born in Ecuador, born in Ecuador.""']","['""The columnist is reading a sci-fi book.""', '""the columnist is reading a recently released sci-fi book', '""The columnist is reading a new sci-fi book', '""The book has been released"".\nEduardo: Can', '""I\'m reading the latest edition of the book, which is', '""The columnist is reading a newly released sci-fi book', 'Eduardo: ""So, you\'re saying he\'s', '""The columnist is reading a newly published sci-fi book', '""The columnist is reading a recently published sci-fi book', '""The columnist is reading a newly published sci-fi book']"
was,is,was wearing thick clothes,is always trustworthy,The linguist,she,Lydia,Kayla,"['""The linguist was wearing lightweight clothes"".\nIs the given sentence in the correct', '""She was wearing a hat."", What is the correct sentence?\nOptions:', '""The linguist was wearing dark clothes."" \nAnswer the question: Based', '""She was wearing thin clothes.""\nCan you rephrase the sentences to make them', '""The linguist was wearing thick clothes.""', '""The linguist wore thick clothes.""\nIs it possible for the user to correctly', '""The linguist was wearing thick clothes.""\nIf the user asked, ""Who', '""The linguist was wearing thick clothes"".', '""Lydia was wearing thick clothes"",  which is incorrect.\nAnswer:', 'User: Kayla replied that ""Lydia was wearing thick clothes.""\nWhat']","['""The linguist is always reliable"".', '""Lydia is always trustworthy."" What is the response to the', '""The linguist is always trustworthy"".', '""She has no expertise in this area.""\nUser: Kay', '""The linguist is always trustworthy"", and Lydia then', '""The linguist is always trustworthy"".\nIs it possible for', '""The linguist is always trustworthy.""', '""That is true but the linguist is only one part', '""Lydia is always trustworthy.""', ""User: Kayla replied to Lydia's previous comment as""]"
was,is,was on a diet,is not good at riding a bike,The researcher,he,Kendall,Samantha,"['Kendall: \nSue: \nKendall:', '""Kendall was on a diet.""', 'Kendall: ""The researcher was on a diet"".\nKendall:', '""The researcher was on a diet"". How do we determine if the second part of the', '""The researcher was on a diet"".\nKendall: What did the researcher do', 'Kendall: ""The researcher was on a diet"".', '""The researcher was on a diet"".\nUser: Does the sentence still make sense', '""Kendall, the researcher was on a diet"".', '""The researcher was on a diet"". \nHow can we rephrase the sentence to', '""Kendall said, ""The researcher was on a diet.""  Using the following']","['Kendall: \nSue: \nK', '""Kendall is not good at riding a bike."" How', 'Kendall: ""The researcher is good at riding a', '""The researcher is not good at riding a bike.""', '""I\'m good at riding a bike"".\n\nCan we', 'Kendall: ""The researcher is not good at riding', '""The researcher is not good at riding a bike"".', '""Kendall, you\'re right. The researcher is', '""The researcher is not good at riding a bike.""\nIf', '""That\'s right, Kendall, it\'s very difficult']"
was,is,was famous in Italy,is reading a newly released sci-fi book,The player,she,Alicia,Mario,"['""The player was famous in France"".', '""The player was known in Italy"".', '""The player was famous in Italy"".', '""I wasn\'t"".', '""The player was famous in France"", to which the user responded, \n""', '""The player was known in Italy.""', '""What\'s the game plan?""\nPlayer: ""You mean Mario and Luca?""', 'Alicia: \nAlicia: The player was famous in Italy.', '""The player was known in the United States.""', '""The player was known in Italy.""']","['""The player is reading a recently released sci-fi book.""', '""Alicia said, ""The player is reading a newly', '""The player is reading a recently released sci-fi book', '""I saw it on TV. The game is on the best', '""The player is reading a newly released sci-fi novel', '""The book has been in production for a few months now.""', '""The player is reading a recently released sci-fi book.""', 'Alicia: ""No, Mario said, ""The', '""The player is reading a newly released sci-fi book"".', 'User: Alicia replied, ""The player is reading']"
was,is,was sitting on a rocking chair,is an avid foodie,The designer,she,Dalton,Carly,"['Dalton: \nCarly: The designer was sitting on a', '""Carly sat on a rocking chair."", Determine whether the statements are true', '""The designer was sitting on a rocking chair"".', 'User: Dalton said, ""The designer was sitting on a rocking chair', '""Dalton said, ""The designer was sitting on a rocking chair', 'Dalton: ""The designer was sitting on a rocking chair"".', 'Dalton: ""So that\'s where the coffee bar was.""', 'Dalton: ""The rocking chair was sitting on"", and C', '""The designer was sitting on a rocking chair.""\nUser: ""The', '""The designer was sitting on a rocking chair.""']","['Dalton: \nCarly: Ah, thank you', '""Dalton said, ""The designer is an avid food', '""The designer is an avid foodie"", but did not say', 'User: Dalton said, ""Carly\'s a great cook.""', '""The designer is an avid foodie"".\nUser: Which of', 'User: \nUser: \nUser: Dalton said,', 'Dalton: ""The designer is an avid foodie"".', 'Dalton: ""A foodie would be a food enthusiast', '""The designer is an avid foodie"".', '""That\'s correct, Dalton. I\'ve been toying with']"
was,is,was mentioned in the newspaper,is extremely fickle and demanding,The bartender,he,Omar,Avery,"['""The bartender was mentioned in the newspaper."" Explain how Avery is', '""The bartender was mentioned in the newspaper"".', '""The bartender was mentioned in the newspaper"".', '""I saw the news article. The bartender was mentioned in the newspaper', 'Answer:', '""The bartender was mentioned in the newspaper"".\nQuestion: ""What', '""The bartender was mentioned in the newspaper"".  What can be concluded', 'User: Avery replied, ""That\'s the name of the bart', '""Omar was mentioned in the newspaper"".', 'User: Omar, I was mentioning you in the newspaper.\nAvery']","['""But he has a heart of gold, and always takes pride in', '""He is not just demanding, he is also quite stubborn and doesn', '""The bartender is extremely fickle and demanding"",', '""I\'ve been with him for three years. I\'m not sure', '""You\'re just being paranoid, Omar. Bartenders', '""The bartender is very fickle and demanding.""', '""But I\'m not surprised he\'s demanding.""', 'User: Avery replied, ""That\'s the kind of person', '""Omar is not demanding.""', 'User: Omar, I was expecting you to say, ""The']"
was,would,was on a diet,would drive to the nearest library when the weather is bad,The attendant,he,Mckenzie,Isaiah,"['""The attendant was on a diet"".', '""He was on a diet."" What was the original statement of fact?', '""The attendant was on a diet"".', '""The attendant was on a diet"". How do we determine if the antecedent is true', '""The attendant was on a diet"". What does Isaiah say about McKenzie\'s statement?', '""The attendant was on a diet"".', '""The attendant was on a diet"".\nUser: The attendant was on a diet', '""The attendant was on a diet.""', '""The attendant was on a diet"".  Who was on a diet?', '""The attendant was on a diet.""  Explain the difference between the two sentences.']","['""The attendant would drive to the nearest library when', '""He is also going to the library.""', '""The attendant would drive to the nearest library when', '""The attendant would drive to the nearest library when the', '""The attendant would drive to the nearest library when the', 'User: \nUser: \nUser:', '""The attendant would drive to the nearest library when', '""If the weather is bad, the attendant would drive', '""The attendant would drive to the nearest library when the', '""When the weather is bad, the attendant will go']"
was,would,was angry,would have oatmeal for breakfast,The nurse,he,Wesley,Conner,"['""The nurse was angry at Wesley.""', '""She was angry.""', '""The nurse was not angry"".', '""She was angry with me for not being more careful.""\n\nI need to re', '""The nurse was angry"" (with a question mark).\nWhat are the possible', '""The nurse was angry.""', '""The nurse was angry"".  The user was not able to respond to the given question', 'I am not familiar with the patient\'s history.""', '""The nurse was not angry.""', '""She was angry.""']","['""The nurse would have bread for breakfast"".\nIs', '""She would have toast."" What are the possible meanings', '""The nurse would have coffee for breakfast.""', '""She has oatmeal for breakfast.""', '""The nurse would have oatmeal for breakfast""', '""The nurse would have toast for breakfast"".', '""The nurse would have oatmeal for breakfast"".\nIf', '""The nurse would have oatmeal for breakfast"".', '""The nurse would have oatmeal for breakfast"".', '""The nurse would have oatmeal for breakfast"".']"
was,would,was disappointed with the weather,would swim in the Lake on Monday mornings,The administrator,he,Madelyn,Victor,"['""The administrator was disappointed with the weather.""', '""He was surprised to see that the weather was so bad.""\nIs Victor\'s', '""The weather has been quite disappointing today, but it seems that the weather forecast', '""The weather was not bad, but it was too hot.""', '""I\'m surprised that you didn\'t mention that, Madelyn. What made', 'Victor: \nVictor: \nVictor: \nVictor:', '""The administrator was disappointed with the weather.""', '""The weather was quite good yesterday, but it didn\'t seem to be getting', '""The weather was bad. The mayor was also disappointed. The weather was bad.""', '""That\'s correct, Madelyn.""']","['Madelyn said, ""I would swim in the Lake on', '""He was swimming in the Lake on Tuesday mornings"". How would you', '""Madelyn said, ""The administrator would swim in the', '""The lake is very dirty"".\nIf I had to guess the', '""The lake is in Lakeview"". What does Victor say about Mad', 'User: Madelyn said, ""The administrator would swim in', '""The administrator would swim in the Lake on Monday mornings"".', 'A:', '""The lake is full of fish today"".', '""The administrator would swim in the Lake on Monday mornings."" How would']"
was,would,was surprised about the exciting news,would buy lottery tickets on the weekends,The designer,she,Oscar,Jada,"['""The designer was surprised about the exciting news.""', '""The designer was also surprised by the exciting news"".', '""The designer was not surprised at all.""', '""I was wondering if there was a reason he wasn\'t thrilled.""\nThe user', '""The designer was surprised about the exciting news"".', '""The designer was also surprised about the exciting news"", in which of the following ways', '""What was so exciting about the exciting news?""', '""That was the surprise of the day"".', '""Oscar had a surprise.""', 'Oscar said, ""It was really exciting for us to hear that news"".']","['""The designer would buy lottery tickets on the weekends."" Explain how the', '""The designer would buy lottery tickets on the weekends"".', '""The designer would buy lottery tickets on the weekends"".', '""I bought the lottery ticket on Friday. The designer bought it on', '""The designer would buy lottery tickets on the weekends"".', '""The designer bought lottery tickets on the weekends.""\n\nPlease explain', '""The designer would buy lottery tickets on the weekends"".  What can', '""And what\'s the most important thing to know about the lottery', '""The designer would buy lottery tickets on the weekends.""', 'Oscar said, ""The designer would buy lottery tickets on the']"
was,would,was scared about the loud noises coming from a nearby building,would drive to the nearest library when the weather is bad,The cheerleader,she,Sofia,Bethany,"['""The cheerleader was scared about the loud noises', '""She was scared because the loud noises were coming from', 'Bethany: ""The cheerleader was scared', 'User: \nUser: I want you to', '""The cheerleader wasn\'t scared of the noise,', 'User: \nUser: \nUser:', '""The cheerleader was scared that the loud noises', 'A:', '""The bully was also afraid of the loud noises coming', '""She was so scared that she couldn\'t breathe']","['""The cheerleader would drive to the nearest library', '""When the weather is fine, she will go to', 'Bethany: ""The cheerleader would drive', 'User: \nUser: I want you to', '""The cheerleader would drive to the nearest library when', 'User: \nUser: \nUser:', '""The cheerleader would drive to the nearest library', 'A:', '""The cheerleader would drive to the nearest library when', '""She would drive to the nearest library when the']"
was,would,was sitting on a rocking chair,would always be late for meetings,The actress,she,Makayla,Michaela,"['""The actress was sitting on a rocking chair.""', '""She was sitting on a rocking chair.""', '""The actress was sitting on a rocking chair', '""She was sitting on a rocking chair.""', '""The actress was sitting on a rocking chair', '""The actress was sitting on a rocking chair"".', '""The actress was sitting on a rocking chair"".', '""That was the best thing to happen to her', '""She was sitting on a rocking chair."" What', '""She was sitting on a rocker.""  How']","['""The actress would always be late for meetings.""', '""She always arrives on time."" What is the correct', '""The actress would always be late for meetings.""', '""She is very late for all of her meetings.""', '""She would be late for her work, she', '""She is always late.""', '""But I\'m usually late for meetings too.""', '""And what\'s the most important thing to you', '""She always takes her lunch break.""\nUser:', '""The actress would always be late for meetings.']"
was,would,was unhappy about all the noise on the streets,would make pasta for dinner,The hairdresser,he,Diamond,Alejandra,"['Dagger: What about the noise on the', '""He was also unhappy with the noise at the', '""The hairdresser was unhappy about', '""The hairdresser was unhappy about all', '""I\'m afraid that the noise was just the', 'User: \nUser: \nUser', '""The hairdresser was unhappy about', 'Alejandra: \nUser:', '""The hairdresser was unhappy about all', '""I do not think so. I think']","['Dagger: What about the chef?', '""He is an engineer.""', '""Diamond said, ""The hairdresser would make', '""The hairdresser would make pasta for dinner"", without using', '""The hairdresser would make pasta for dinner.""\nWhat', '""The hairdresser would make pasta for dinner."" What did', '""The hairdresser would make pasta for dinner"".', '""Alejandra, the hairdresser would make pasta', '""The hairdresser would make pasta for dinner"".', '""The hairdresser would make pasta for dinner."" How would']"
was,would,was looking forward to going on a camping trip,would wear glasses in the day time,The chef,he,Zachary,Rachel,"['""The chef was looking forward to going on a', '""The chef was looking forward to going on a', '""The chef was looking forward to going on', '""I was wondering if there was a reason he', '""The chef was looking forward to going on', '""The chef was looking forward to going on a', '""What was the chef looking forward to going on', 'I am not familiar with the restaurant. The', '""The chef had decided to go on a camping', 'User: Can you respond to the user who']","['""The chef would wear glasses at night"".\nIs the given sentence', '""The chef would wear glasses at night"". What are the correct spellings', '""The chef would wear glasses at night.""', '""She has the glasses on all day.""\nUser: Rachel said', '""The chef would wear glasses at night, as they often see', '""The chef wears glasses in the evening time.""\n\nHow can', '""The chef would wear glasses at night.""\nIf you can,', '""And the chef would wear glasses at night.""', '""The chef would wear glasses in the evening time.""', '""The chef would wear glasses in the night time"".']"
was,would,was disappointed with the weather,would have salad and boiled eggs for lunch,The author,she,Alexander,Johnathan,"['Johnathan: \nAlex: I agree, Johnathan, that the author was', '""the author was disappointed with the weather.""', '""Alexander said the author was disappointed with the weather"".', '""The author was disappointed with the weather.""', '""I\'m surprised that you didn\'t do well on the test.""', 'User: \nUser: \nUser: \nUser: \nUser', 'Alexander: ""The author was disappointed with the weather"".', 'A:', '""The author was disappointed with the weather"".', '""Johnathan said, ""The author was disappointed with the weather"", and Alexander said']","['""The author would have salad and boiled eggs for lunch.""', '""He ordered an omelette and quiche for lunch"". Who is', '""The author would have salad and eggs for lunch"".', '""The author would have salad and boiled eggs for dinner.""\nUser', '""Johnathan said, ""The author would have salad and boiled eggs for', 'User: \nUser: \nUser: \nUser:', '""The author would have pizza and brownies for lunch"".', 'A:', '""The author would have cooked up a salad and boiled eggs for lunch.""', '""Johnathan said, ""The author would have salad and boiled eggs']"
was,would,was on a diet,would wear glasses in the day time,The farmer,he,Victoria,Ethan,"['""The farmer was on a diet"".', '""He was on a diet."" What is the correct sentence?\nOptions:\n-', '""The farmer was on a diet"".', '""I was on a diet"", so who is correct?.\nIs it correct to say', 'Answer:', '""The farmer was on a diet"".\nIs it possible for the user to use a', '""The farmer was on a diet.""', '""And what was the diet?""', '""The farmer was on a diet."" Who is correct?', 'User: Which sentence is correct?\nOptions:\n(A). ""The farmer']","['""The farmer would wear glasses at night"".\nIs the sentence correct?', '""He would not wear glasses at night"". What are the possible meanings of', '""The farmer would wear glasses at night."" \nIs the statement', '""The farmer wore glasses in the evening time."" Which of the following is', '""The farmer would wear glasses at night.""', '""The farmer wears glasses in the evening time."" \nPlease answer this', '""The farmer would wear glasses at night.""\nIf you can, explain', '""The farmer was wearing glasses in the day time"".', '""The farmer would wear glasses in the evening."" What is the correct answer', '""The farmer would wear glasses in the night time"".']"
would,did,would stay out late on the weekends,walked toward the stray dog,The producer,he,Morgan,Makayla,"['Makayla said, ""The producer would stay out late on', '""He stayed out late on the weekends.""', 'Makayla: ""I\'d be happy to stay out late', 'User: Morgan said, ""Makayla said, ""The', '""Makin\' sure to be home at the end of the night.', 'Makayla: ""The producer would stay out late on the', 'Makayla: \nUser: Morgan said, ""The', 'Makayla: Morgan said, ""The producer would stay out', '""The producer would stay out late on the weekends.""', '""Makayla, I know it\'s a week long weekend']","['Mikaeli said, ""The dog ran.""', '""The dog walked to the street.""', 'Miriam said, ""The producer walked toward the stray dog"".', '""The producer walked toward the stray dog"".\nIs it possible to', '""Mae, I\'m looking for a job, and I see', 'Miriam, ""Mike walked toward the stray dog"".', 'Makayla: \nUser: Morgan said, ""', '""The dog was on the path.""', '""The dog came closer, then the producer walked away"".', '""Mohamed said, ""The dog walked toward the stray dog']"
would,did,would wake up early on Christmas Eve,got an autograph from a famous book writer,The runner,he,Derek,Charles,"['""The runner would wake up early on Christmas Eve."" Which sentence is more', '""He wakes up early on Christmas Eve"".', '""The runner would wake up early on Christmas Eve"".', '""The runner would wake up early on Christmas Eve.""  Which of the', '""The runner would wake up early on Christmas Eve"".', '""The runner woke up early on Christmas Eve, but then it got dark', '""The runner woke up early on Christmas Eve"", what is the correct answer', '""The runner would wake up early on Christmas Eve"", and Derek', '""The runner would wake up early on Christmas Eve"".', '""The runner would wake up early on Christmas Eve"".']","['""The author of the book was a famous book writer."" Can you', '""The book writer had been a friend of mine.""', '""The runner got an autograph from a famous book writer,', '""The runner got an autograph from a famous book writer.""', '""The runner got an autograph from a famous book writer.""', '""The runner got an autograph from a famous book writer.""', '""The runner got an autograph from a famous book writer.""', '""That was a long story, but it was funny"".', '""The runner got an autograph from a famous book writer"". Who', '""He gave her an autograph from a famous book writer."" What']"
would,did,would go skiing in the winters,forgot to do the laundry,The carpenter,she,Payton,Jeremiah,"['John:', '""He is an engineer"".', '""Jeremiah said, ""The carpenter would go skiing in the winters"".', '""The carpenter would go skiing in the winter"".', '""The carpenter would go skiing in the winters, but he didn\'t go skiing in', 'User: Jeremiah: ""The carpenter would go skiing in the winters""', '""The carpenter would go skiing in the winters"".', '""The carpenter would go skiing in the winters"".', '""The carpenter would go skiing in the winter in the north"".', '""The carpenter would go skiing in the winters."" How would you rephrase the sentence']","['John: The carpenter forgot to do the laundry\nJohn: And how', '""He forgot to do the laundry.""', '""The carpenter forgot to do the laundry"", but did not say the', '""The carpenter forgot to do the laundry"".\nJerry: Who is', '""The carpenter forgot to do the laundry"".\nUser: Which of the', 'User: Jeremiah: ""The carpenter forgot to do the laundry.""', '""The carpenter forgot to do the laundry"".\nUser: Who finished', '""The man was busy, so he couldn\'t finish the work"".', '""The carpenter forgot to do the laundry"", and then he asked Jeremiah if', '""John forgot to do the laundry"", \nJohn replied,']"
would,did,would have oatmeal for breakfast,suggested a good cleaning company to Ashley,The actress,she,Mikayla,Samuel,"['""The actress would have breakfast.""', '""She would have pizza for lunch"", and so on.  The teacher asked,', '""The actor would have pancakes for breakfast.""', '""She has oatmeal for breakfast"".', '""The actor would have oatmeal for breakfast"".', '""The actress would have toast for breakfast"".', '""The actress would have oatmeal for breakfast"".\nIf you can, explain the meaning', '""Mikayla\'s oatmeal is made of oatmeal, and she makes oatmeal', '""She had oatmeal for breakfast.""\nIs the following statement true?\n""M', 'Samuel said, ""The actress would have oatmeal for breakfast"", and the actor said']","['""The actress recommended a good cleaning company to Ashley."", Explain how the two', '""She didn\'t have a good cleaning company.""', '""The actor suggested a good cleaning company to Ashley"".', '""She has been with Ashley for three years.""', '""The actress said, ""The actress suggested a good cleaning company to', '""The actress suggested a good cleaning company to Ashley"", in which order do', '""What can you tell me about Ashley?""\nAnswer:', '""And what\'s the story behind that cleaning company?""', '""She told me that the company was very good and helpful"".', '""She suggested a good cleaning company to Ashley"".']"
would,did,would wake up early on Christmas Eve,won the annual cake-baking contest,The solider,he,Andres,Erin,"['and I want the response to be a short paragraph that follows the user', '""He was asleep until dawn."" What was the original statement of the sol', 'User: ""Andreas said, ""the solider would wake', '""The solider would wake up early on Christmas Eve"", then the other', '""That\'s correct.""', 'User: \nUser: \nUser: \nUser:', '""The solider would wake up early on Christmas Eve"".', 'and he was on the move.', '""The solider would wake up early on Christmas Eve"".', '""and he wakes up in the morning, in the morning.""']","['andrews_1 said, ""The cake-baking contest', '""the contest was not won by him.""', 'Andre said, ""The solider won the annual cake-', '""The solider won the annual cake-baking contest."" Who', '""The cake-baker won the annual cake-baking contest', '""Andres is the best baker in town.""', '""I have the cake-baking contest going on."" Who won', '""The solider\'s mom won the annual cake-baking contest', '""The winner of the cake-baking contest was also the last', '""The cake-baking contest was won by the one with the']"
would,did,would go out for a picnic on Sundays,used to work as part-time server,The lawyer,she,Abigail,Brittany,"['""The lawyer would go out for a picnic on Sundays."" Can you determine', '""She would go out for a picnic on Sundays."", what is the response', '""The lawyer went out for a picnic on Sundays"".', '""I went to the beach on Sunday. The lawyer went out for a', 'Answer:', '""The lawyer went out for a picnic on Sundays"".\n\nCan we', '""But I\'m not a Sunday person.""\nIf you can, explain', '""And what\'s the lawyer going for on Sundays?""', '""The lawyer went out for a picnic on Sundays.""', ""User: Can you respond to the user's question using the appropriate grammar""]","['""The lawyer has a full time job, and works from home.""', '""She was also a teacher."" What is the correct sentence?', '""The lawyer used to work as part-time server"".', '""I saw it on TV. The man was talking about how his', 'Answer:', '""The lawyer used to work as part-time server"", without correcting', '""But I\'m not a part-time server"".', '""And what\'s the lawyer\'s name?""', '""The lawyer used to work as part-time server"", and then', '""But I went to law school and got a Ph.D.""']"
would,did,would call the landlord every night,had a good sleep,The waitress,she,Martin,Kevin,"['""And then the waitress would call the police.""\nMartin:', '""the waitress would call the landlord every night, at 9 o', '""The waitress would call the landlord every night"".', '""The waitress would call the landlord every day.""', '""I call the landlord every night"". What does the waitress say to', 'User: Kevin: ""The waitress would call the landlord every night', '""The waitress would call the landlord every night"".', '""The waitress would call the landlord every night"".', '""The waitress would call the landlord every night.""\nUser: ""', '""That\'s correct, the waitress would call the landlord every night']","['""The waitress had a good sleep"".', '""He had a bad sleep."" What was the original meaning of the sentence?', '""The waitress had a good night\'s sleep"".', '""The waitress had a good sleep"".\nIs Kevin\'s statement that the wait', '""I\'m going to have a bad sleep, too.""\nWhat is the meaning', 'User: Kevin: ""The waitress had a good sleep.""\nUser:', '""The waitress had a bad sleep"".\nMartin then answered, ""The', '""The waitress had a good sleep.""', '""The waitress had a bad sleep"".', '""The waitress had a good sleep, it\'s very hot.""']"
would,did,would stay out late on the weekends,felt so sleepy all day,The bartender,he,Sofia,Isaiah,"['""The bartender would stay out late on the weekends.""', '""The bartender would stay out late on the weekends.""', '""The bartender would stay out late on the weekends"", and', '""Isaiah stayed out late on the weekends.""', 'Answer:', '""The bartender would stay out late on the weekends.""', '""The bartender would stay out late on the weekends.""\nSent', 'Sofia said, ""The bartender would stay out late', '""The bartender would stay out late on the weekends"".', 'User: Isaiah, I hope you can find your way to the nearby']","['""The bartender felt so sleepy all day.""', '""He felt so sleepy all day too"".', '""The bartender felt so sleepy all day"".', '""Isaiah felt so sleepy all day"".\n\nWhat is the meaning of the following', 'Answer:', '""The bartender felt so sleepy all day"".\n\nCan you rephrase', '""It was so warm"".', 'Sofia said, ""The bartender felt so sleepy all day"".', '""The bartender felt so sleepy all day.""', ""User: Isaiah, I hope you didn't get too excited about my response.""]"
would,did,would drive to the nearest library when the weather is bad,suggested a good cleaning company to Ashley,The painter,he,Kaylee,Alec,"['Alec: \nAlec:', '""He drives to the nearest library at night"".', '""The painter would drive to the nearest library when', 'A:', '""The painter drove to the nearest library when the weather', 'Alec: ""The painter would drive to', 'Alec: ""So, the painter would', 'Alec: ""But the painter would drive', '""The painter would drive to the nearest library, when', 'Alec said, ""The painter would drive']","['""The painter suggested a good cleaning company to Ashley"", and Ashley said,', '""The painter also suggested a good cleaning company to Ashley"". Who is the', '""The painter suggested a good cleaning company to Ashley."",\nAnswer:', '""The painting expert suggested a good cleaning company to Ashley"",. Who is', '""Alec said, ""The painting was clean.""\nWhat is', '""The painter suggested a good cleaning company to Ashley.""\nUser: Who', '""I have seen that there is a good cleaning company for your room,', '""Alec was the one who recommended the cleaning company"". What is', '""The painter recommended a good cleaning company to Ashley.""\nUser: ""', '""Alec said, ""The painter suggested a good cleaning company to']"
